matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18312,14709,13115,1868,1120,0,0.44544380848550924,0.05657006147603041,47256,0.6987684103605891
