mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
21674,88547,445,2448,1609,0,0.19664129340143893,0.022209923698750692,112275,0.9817056334892006
