matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
113223,8387,55668,5083,15437,0,0.3296090377817646,0.049659247680456625,189411,0.891664158892567
