invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
261465,31327,228195,6888,33977,0,0.12959812642082297,0.026272828524785255,554964,0.4724126249630607
