mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58791,172391,4229,7087,2475,0,0.25430613110017214,0.03065550086079366,237886,0.9718184340398343
