mismatches,invalid_lift,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16441,1235,19116,1992,10463,0,0.4623843406361617,0.05602272407683438,47255,0.7524494762458999
