matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
38098,45674,25511,3079,19195,0,0.4010595984844912,0.04840509990724583,128478,0.495096436744034
