matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
87979,1747,22243,2497,306,0,0.20180181814882692,0.022654279544918436,112275,0.9817145401914941
