invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
193113,25836,13995,4942,653,0,0.2609705866821566,0.034482758620689655,237886,0.07960535718789673
