invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
173572,15834,5,0,0,0.0,0,0.0,189411,2.6397622102201033e-05
