invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
32055,674,32392,54478,2402,0,0.3728790146195464,0.0276505122596984,119599,0.7263438657513859
