invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
35068,12186,2,0,0,0.0,0,0.0,47256,4.2322668020992044e-05
