matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
60512,36475,2916,9011,13601,0,0.3760813304875911,0.030065885118624146,119599,0.8109348740374084
