matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
90313,45049,19887,34162,6949,0,0.3328038888314298,0.05133641642410721,189411,0.7146469845996273
