invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
108214,20261,1,2,0,0.3333333333333333,0,0.0,128478,2.3350301218885723e-05
