missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18038,9490,7215,9155,985,0,0.43190661478599224,0.058964381921580364,43898,0.38054125472686684
