invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
118627,955,10,8,0,0.4444444444444444,0,0.0,119600,0.00015050167224080267
