matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
42988,4165,23745,41436,20309,0,0.3558209581466441,0.06241289916533049,128478,0.5194118837466337
