mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14504,17629,1602,1869,10162,0,0.45137397690847414,0.05816450378115955,43897,0.7320090211176162
