missing_hit,invalid_lift,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
19060,28195,1,0,0,0.0,0,0.0,47256,2.1161334010496022e-05
