invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
100057,24875,1203,2343,225,0,0.3392554991539763,0.06345177664974619,128478,0.027600056040722926
