mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
335353,330180,108750,105606,5254,0,0.7551243743005565,0.7434761755718831,554963,0.8002389348479088
