matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8943,936,6592,11448,20272,0,0.4243321532024461,0.0602510460251046,47255,0.328748280605227
