matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
353478,50551,10354,132704,18230,0,0.12511725643456287,0.025626873318499416,554963,0.7280287154278754
