invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
34792,8804,162,140,17,0,0.46357615894039733,0.056291390728476824,43898,0.006879584491320789
