mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14460,19906,1529,11361,1997,0,0.42076470930570914,0.058109759646161906,47256,0.7272304046047062
