missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55285,121929,53157,8977,54389,0,0.3036050855008396,0.05127194635778989,284760,0.6148546144121365
