invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
111146,1115,3,11,0,0.21428571428571427,0,0.0,112275,0.00012469383210866178
