matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
441604,11208,55654,10518,46498,0,0.11192177903623471,0.02115199755458937,554964,0.896018480478013
