missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15541,108607,55838,8232,9425,0,0.339554258262641,0.05005929034023534,189411,0.8681913933192899
