invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
552658,2294,12,0,0,0.0,0,0.0,554964,2.1623024196164074e-05
