invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18655,14629,5890,867,8082,0,0.42155740051531637,0.0620526767821357,47256,0.2956661587946504
