matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
84833,24118,1762,2887,1562,0,0.22136556800763646,0.026498150544740296,112275,0.9703941215764863
