invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3317,41293,69287,3517,5703,0,0.3734219569542413,0.03180502803400253,119600,0.9245819397993311
