invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
230839,3358,1027,2662,131,0,0.2783952290593657,0.03551097858498238,237886,0.015507427927662831
