missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
25826,64375,34941,5550,3336,0,0.3518164243425027,0.05588223448386967,128478,0.7730195052849516
