matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
481691,62851,1937,12055,8485,0,0.11541993087769171,0.022137869989826312,554964,0.9812204034856316
