missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
34921,168783,70907,10149,12314,0,0.2958279444282198,0.05137469231090158,284760,0.8417263660626493
