mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
513,617,45,15761,27007,0,0.4539823008849557,0.03982300884955752,43898,0.025741491639710238
