invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
267615,17139,2,5,0,0.2857142857142857,0,0.0,284761,2.4582017902732468e-05
