matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
96619,50162,39029,8106,3601,0,0.3417472288647713,0.05522513131808613,189411,0.7749338739566339
