matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
421394,12019,59551,60380,13639,0,0.12382081111145765,0.02499038351578663,554964,0.866623781002011
