matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
86599,22790,1951,2771,935,0,0.20833904688771265,0.025331614696176032,112275,0.9742952571810287
