invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
155572,4114,45749,349529,9148,0,0.11573879649259508,0.023143205541416422,554964,0.7122588131842786
