invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
360969,36842,137922,3717,19231,0,0.12237119240485386,0.023652109727463046,554964,0.28317692679164774
