missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35246,30546,55651,5140,7035,0,0.3543742821675928,0.0596308456210773,128478,0.6709086380547642
