invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
48563,414958,56753,11220,34690,0,0.12031307304684435,0.023785750173305264,554964,0.8499848638830627
