missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
37758,89391,450,879,76,0,0.33860045146726864,0.05718585402558315,128478,0.010344183439966376
