matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
484387,7326,60248,11661,3003,0,0.11062087453064896,0.021410669530970282,554964,0.9813879819231518
