mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
20063,37492,3151,36116,34807,0,0.3485883068369386,0.05474763269915733,128478,0.4479755288843226
