missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9248,5968,18717,13322,1778,0,0.4158057367583258,0.055494865632510375,47255,0.6780023277960004
