invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
39534,7716,2,4,0,0.3333333333333333,0,0.0,47256,0.00012696800406297612
