matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
171680,6560,59639,4747,1820,0,0.25782145003220663,0.028359105823559674,237886,0.9723943401461204
