matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
479312,12863,65958,7264,2430,0,0.12096392612834009,0.02359014800007336,554964,0.9825322002868655
