missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
57925,68268,151681,11347,6886,0,0.31038104287812174,0.05158923204924778,284760,0.77240132041017
