missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2990,43790,46124,2214,26696,0,0.3666025817083219,0.030403735237572095,119600,0.6088628762541806
