invalid_lift,matches,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1227,15325,1314,10290,17055,0,0.40171774350966233,0.05129806753855163,43897,0.5835250700503452
