missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12709,56678,114559,8099,5465,0,0.33099154972348266,0.047297021087732205,189411,0.9040499231829197
