missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16242,7836,157374,7161,56433,0,0.26394365011435544,0.03349282296650718,237885,0.8987830254114383
