missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14855,173419,798,340,47,0,0.29876977152899825,0.04130052724077329,189412,0.0060080670707241355
