mismatches,invalid_lift,matches,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
51415,5274,98180,34542,8017,0,0.3436946422006083,0.05359136334770547,189411,0.7897904556757527
