invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
89603,38122,266,487,40,0,0.35325365205843295,0.05312084993359894,128478,0.0058609256059403165
