invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
22109,24917,129,67,101,0,0.5608695652173913,0.29130434782608694,47256,0.004867106822414085
