invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6616,155027,52763,7101,23480,0,0.25392463544925165,0.03417392559795948,237886,0.8734856191621196
